OCR Text,Ground Truth,Model Prediction,CER
"Witness bad frequently driven h tnt Act. tandemn,but he bad never driven the wheeler before:,","Witness had frequently driven tandem, but he had never driven the wheeler before.",Fix OCR errors in the following text:,0.8024691358024691
"That morning a Mrs. Watney, who lived next door, knocked at the door, and receiving no answer opened it, and found the deceased lying in a pool of blood, with a wound in his face and a revolver by his side.","That morning a Mrs. Watney, who lived next door, knocked at the door, and receiving no answer opened it, and found the deceased lying in a pool of blood, with a wound in his face and a revolver by his side.",Fix OCR errors in the following text:,0.8640776699029126
"He first called Dr. Welch in to his wife, who pretended to have taken poison.","He first called Dr. Welch in to his wife, who pretended to have taken poison.",Fix OCR errors in the following text:,0.7532467532467533
"- Reoert Cox surrendered to his bail to answer an in- dictuxent charginghim with havingembezzlel 2s. td., 2s., anti 9d., received by him for his employer, Ernest Preston.","–Robert Cox surrendered to his bail to answer an indictment charging him with having embezzled 2s. 6d., 2s., and 9d, received by him for his employer, Ernest Preston.",Fix OCR errors in the following text:,0.8614457831325302
"Miss Francke Hiscock said tbe 'ehild in question, a boy, was born on August 22nd, 1893, and the defendant was the father.","Miss Frances Hiscock said the child in question, a boy, was born on August 22nd, 1893, and the defendant was the father.",Fix OCR errors in the following text:,0.825
Daring Thtinsdy afternobn he was in the company of the two prisoners and an'other man; they visited several public-hou.es.,During Thursday afternoon he was in the company of the two prisoners and another man; they visited several public-houses.,Fix OCR errors in the following text:,0.7933884297520661
It was moored off the Custom-house stairs.,It was moored off the Custom-house stairs.,Fix OCR errors in the following text:,0.7142857142857143
"Hie rIhen produeed three playing- cords, and said. I'll bet anyone 53. to 2s. Gd. that he won't find the king of lhearti.""","He then produced three playing cards, and said, ""I'll bet anyone 5s. to 2s. 6d. that he won't find the king of hearts.""",Fix OCR errors in the following text:,0.8151260504201681
I SHOCKflNG MURDER BY A LUNATIC.,SHOCKING MURDER BY A LUNATIC.,Fix OCR errors in the following text:,1.0344827586206897
"Then she dieappeared, but was arrested at LUedb.","Then she disappeared, but was arrested at Leeds.",Fix OCR errors in the following text:,0.8125
"On her arrival in London she lived with Graham, who deserted' her, shortly after her baby was born.","On her arrival in London she lived with Graham, who deserted her, shortly after her baby was born.",Fix OCR errors in the following text:,0.8163265306122449
"The coroner having . [en commented upon the sad nature of the case, the jury ed returned a verdict of accidental death.","The coroner having commented upon the sad nature of the case, the jury returned a verdict of accidental death.",Fix OCR errors in the following text:,0.8272727272727273
"There wasa fourth charge against her of having an the 27th of October again attempted to commit suicide while in the hose pital, by cutting her throat with a table-Imife.","There was a fourth charge against her of having an the 27th of October again attempted to commit suicide while in the hospital, by cutting her throat with a table-knife.",Fix OCR errors in the following text:,0.8461538461538461
"As she left the dock the prisoner impudently exclaimed, "" You will all live to regret it.""","As she left the dock the prisoner impudently exclaimed, ""You will all live to regret it.""",Fix OCR errors in the following text:,0.7528089887640449
Mr. be Lushington committed the prisoner for trial.,Mr. Lushington committed the prisoner for trial.,Fix OCR errors in the following text:,0.7708333333333334
1 Mr. Justiea Lawrence was understood to say there weraeno points to be reserved.,Mr. Justice Lawrence was understood to say there were no points to be reserved.,Fix OCR errors in the following text:,0.759493670886076
-BOoSEY v. DAVISON.,-BOOSEY v. DAVISON.,Fix OCR errors in the following text:,1.631578947368421
"When they were near the bridge which crossed the Caledonian railway at Whitilot, ho heard two men coining running after them (not those with whom they'ahd been ins oompartypre- viously), and who, on cominig up to where they were, began to quarrel with his brh.ther.","When they were near the bridge which crossed the Caledonian railway at Whitllet, he heard two men coming running after them (not those with whom they had been in company previously), and who, on coming up to where they were, began to quarrel with his brother.",Fix OCR errors in the following text:,0.8918918918918919
"The common sergeant summed up the facts to the jury, explaining the law In such eases, and after a short consultation they returned a verdict of gnllty""","The common sergeant summed up the facts to the jury, explaining the law in such cases, and after a. short consultation they returned a verdict of guilty.",Fix OCR errors in the following text:,0.8431372549019608
Witness asked him what station he had come fromP,Witness asked him what station he had come from?,Fix OCR errors in the following text:,0.8125
"He next saw him at nine o'clock on the following morning, when he was in the hospital.","He next saw him at nine o'clock on the following morning, when he was in the hospital.",Fix OCR errors in the following text:,0.7093023255813954
"A man named Wigg first discovered the poor woman, having been'aattracted to the spot by hean duroaes and the sound of blowas","A man named Wigg first discovered the poor woman, having been attracted to the spot by hearing groans and the sound of blows.",Fix OCR errors in the following text:,0.808
"If she did not like the course he took, let her seek her' remedy, and he'had told her so.","If she did not like the course he took, let her seek her remedy, and he had told her so.",Fix OCR errors in the following text:,0.7840909090909091
"-At the Petty sessions, Penrith, on Tuesday, Charles PrOWer1 aliws Punch, John White, and William IKeisloy. wVere charged on remand with the wilful murder of COrnolins Cox on the 15th inst., on the Midland Extension railway.","-At the Petty sessions, Penrith, on Tuesday, Charles Parker, alias Punch, John White, and William Kaisley, were charged on remand with the wilful murder of Cornelius Cox on the 15th inst., on the Midland Extension railway.",Fix OCR errors in the following text:,0.8693693693693694
1ROB BfltRY fROoM AN HOTEL.,ROBBERTY FROM AN HOTEL.,Fix OCR errors in the following text:,1.2173913043478262
The nmau did sot exhibit the slightest emotion.,The man did not exhibit the slightest emotion.,Fix OCR errors in the following text:,0.7608695652173914
"II th Eladen, an unfortunate woman. was charged at Marlborough-street police-courb, with attempt. ing to murder Thomas Foskett, potman, atthe Duke of York, in Union-street, Oxford-street'","Ruth Elsden, an unfortunate woman, was charged at Marlborough-street police-court, with attempting to murder Thomas Foskett, potman, at the Duke of York, in Union-street, Oxford-street.",Fix OCR errors in the following text:,0.8594594594594595
"The transactions in the Foreign Funds have been un- important, except in so far as concerns Spanish and Portu- guese Bonds ; the former have been quoted at 55a, and have closed within j per cent. of that quotation ; the latter have closed at 86 to J, after havinig touched upon 87.","The transactions in the Foreign Funds have been unimportant, except in so far as concerns Spanish and Portuguese Bonds; the former have been quoted at 551/2, and have closed within 1/2percent of that quotation; the latter have closed at 861/2 to 5/8, after having touched upon 87.",Fix OCR errors in the following text:,0.8928571428571429
"The prisoner went away, and he afterwards saw the prisoner at the station.","The prisoner went away, and he afterwards saw the prisoner at the station.",Fix OCR errors in the following text:,0.7432432432432432
"ZT} A reon lr i t ._ _1 l A a xMOTHER. Fn'eANcqs H ALAHAN, living at 157A, Wickersley-road,.- Lavender-bill, S.W., appeared to answer a smmoas at the instance of the National Society for the Pre- C vention of Cruelty to Children for unlaiwfully ill- treating her little daughter, Frances, and two sons, a aged twelve, ten, and five years respectively, in such'b a manner as likely to cause them unnecessary suffer- I ing and. injury to their health.","FRANCES HALAHAN, living at 157A, Wickersley-road, Lavender-bill, S.W., appeared to answer a summons at the instance of the National Society for the Prevention of Cruelty to Children for unlawfully ill-treating her little daughter, Frances, and two sons, aged twelve, ten, and five years respectively, in such a manner as likely to cause them unnecessary suffering and injury to their health.",Fix OCR errors in the following text:,0.9156010230179028
"At Taylor's house, Baker found fifteen buck whistles, six stag horn hooks, five pig hooks, twienty-six small buck hooks, and nine sets of walking stick mounts.","At Taylor's house, Baker found fifteen buck whistles, six stag horn hooks, five pig hooks, twenty-six small buck hooks, and nine sets of walking stick mounts.",Fix OCR errors in the following text:,0.8417721518987342
"Their Roval Highnesses, accompanied bv his Grace, after. wards went to the performance of Ancient Music at the Hanover-square Rooms.","Their Royal Highnesses, accompanied by his Grace, afterwards went to the performance of Ancient Music at the Hanover-square Rooins.",Fix OCR errors in the following text:,0.8091603053435115
"ioe test mFltie g harl.y hae appeared so the m.o, bet I li,. tsising, but it a coutInt ot the nalting seas Ia list Loavitg commsenilced, little ibueiness has Ihe n dotie its it.","Fine new malting barley had appeared in the market this morning, but on account of the malting season not having commenced, little business has been done in it.",Fix OCR errors in the following text:,0.8375
"- Mr. Moore was about nineteen years of age, and tcame from Uppingham School at the commencement of last October term.","Mr. Moore was about nineteen years of age, and came from Uppingham School at the commencement of last October term.",Fix OCR errors in the following text:,0.808695652173913
"The next day the children were startled by the mother seizing the eld-er boy as thoungh about to strangle him, but the door i -n onien 'tsreris way flew open, aid' she debgn6ted..","The next day the children were startled by the mother seizing the elder boy, as though about to strangle him, but the door in some mysterious way flew open, and she desisted.",Fix OCR errors in the following text:,0.8448275862068966
"The prisoners then demanded the 21., and the prosecutor gave theui the money.","The prisoners then demanded the 2l., and the prosecutor gave them the money.",Fix OCR errors in the following text:,0.7631578947368421
The prisoner said he sometimes Entertained strange notions of things.,The prisoner said he sometimes entertained strange notions of things.,Fix OCR errors in the following text:,0.7391304347826086
She then put him on the bed and knocked him on the head several times with her fist.,She then put him on the bed and knocked him on the head several times with her fist.,Fix OCR errors in the following text:,0.7619047619047619
-Mr. V h illsias said that no one could say that the spirits wers not present.,-Mr. Williams said that no one could say that the spirits were not present.,Fix OCR errors in the following text:,0.7733333333333333
"-May 12to, at 2B, Devonshifreterrace, Eyde-paik, tfrs. Montague Cooksdon.","-May 12th, at 26, Devonshire-terrace, Hyde-park, Mrs. Montague Cookson.",Fix OCR errors in the following text:,0.8309859154929577
"Mrs. Brabam, the female searcher at Rochester- tl row (Westminster) Police-station, deposed that when the prisoner was brought there to be chargedshe volunteered, kl as an explanation of being but partially dressed, the state- tl ment that she had only just got out of bed.","Mrs. Braham, the female searcher at Rochester-row (Westminster) Police-station, deposed that when the prisoner was brought there to be charged, she volunteered, as an explanation of being but partially dressed the statement that she had only just got out of bed.",Fix OCR errors in the following text:,0.8854961832061069
"San. 9, at 3, Leadenhall-street, Mrs. Edward Constance, et twin sons.","Jan. 9, at 37, Leadenhall-street, Mrs. Edward Constance, of twin sons.",Fix OCR errors in the following text:,0.8
HiS companions closed round and turned him bn his head.,His companions closed round and turned him on his head.,Fix OCR errors in the following text:,0.7090909090909091
"A woman, living in the same house as the defendant, was also called.","A woman, living in the same house as the defendant, was also called.",Fix OCR errors in the following text:,0.7794117647058824
"Proud. indeed, am .1to be a freeman of the City of London, which, as you have just remarked.","Proud, indeed, am I to be a freeman of the City of London, which, as you have just remarked.",Fix OCR errors in the following text:,0.7934782608695652
On going there I fohi i a ont lman lying inan upper room.,Ongoing there I found a young man lying in an upper room.,Fix OCR errors in the following text:,0.7719298245614035
"-De- tective-serjeant Pickles said he heard some one say""lere's Pickles "" and Denton turned ro-)und and struck him in the eve. (The wit- ness had a bad blank eye.)","-Detective-serjeant Pickles said he heard someone say ""Here's Pickles,"" and Denton turned round and struck him in the eye. (The witness had a bad black eye.)",Fix OCR errors in the following text:,0.8535031847133758
"I, me - r _ I_ a 1 IrI - AT the Thames Police-court, on Thursday, before Mr. Rose, James Kingley, an elderly roan, was charged with stealing a-quantity of linen goods, scissors &o., to the value of �3 Os., from the Cnbitt Town Board School, Manchester-street, 'E. Itichard Godfrey, the school-keeper, said thatihe fastened up the school on the previous night, in a secure manner, at abounthalf- past eight o'clock.","AT the Thames Police-court, on Thursday, before Mr. Rose, James Kingley, an elderly man, was charged with stealing a quantity of linen goods, scissors, &c., to the value of £3 3s., from the Cubitt Town Board School, Manchester-street, E. Richard Godfrey, the school-keeper, said that he fastened up the school on the previous night, in a secure manner, at about half-past eight o'clock.",Fix OCR errors in the following text:,0.9196891191709845
The facts of the case appeared to be these.,The facts of the case appeared to be these.,Fix OCR errors in the following text:,0.7906976744186046
"-A fearful tra&edy was enacted yesterday morning at the town of Lydney, on the South Wales railway, between this city and Chepstow.","-A fearful tragedy was enacted yesterday morning at the town of Lydney, on the South Wales railway, between this city and Chepstow.",Fix OCR errors in the following text:,0.816793893129771
"He asked for a piece of paper to write to his brother, and? taking the ri- velver frombispocket, said, ""Here's the revolver; it is labded in three cham- bers.""","He asked for a piece of paper to write to his brother, and, taking the revolver from his pocket, said, ""Here's the revolver; it is loaded in three chambers.""",Fix OCR errors in the following text:,0.8280254777070064
"-The jury in the result ""Acquitted"" the prisoner.","–The jury in the result ""Acquitted"" the prisoner.",Fix OCR errors in the following text:,0.7959183673469388
",hrt Inspeotor lampibn suggested that the girl should ret, be asked about a statement which the prisoner madde M ited to her.",Inspector Campion suggested that the girl should be asked about a statement which the prisoner made to her.,Fix OCR errors in the following text:,0.8130841121495327
THE GUE&T BOND ROBBERY.,THE GREAT BOND ROBBERY.,Fix OCR errors in the following text:,1.3043478260869565
"He was acquitted of the more serious offence, but pleaded guilty to an indecent assault, and was sentenced to two years' hard labour.","He was acquitted of the more serious offence, but pleaded guilty to an indecent assault, and was sentenced to two years' hard labour.",Fix OCR errors in the following text:,0.8270676691729323
"Tlhe horses dashed through he Battersea Park into the square, where they both es collided with i nmiller's van which happened to be ty passing at the time.","The horses dashed through Battersea Park into the square, where they both collided with a miller's van which happened to be passing at the time.",Fix OCR errors in the following text:,0.8125
"The daaghter Alice, who was 0iad to be of weak Intel.' leot, swore positively that the defendant and no one else bad seduied her, and the defendant as posi- tively contradicted her.","The daughter Alice, who was said to be of weak intellect, swore positively that the defendant and no one else bad seduced her, and the defendant as positively contradicted her.",Fix OCR errors in the following text:,0.875
He was dead upon the floor.,He was dead upon the floor.,Fix OCR errors in the following text:,0.9629629629629629
It may possibly he congestion of the brain.,It may possibly be congestion of the brain.,Fix OCR errors in the following text:,0.7674418604651163
I have known Dr. Pownall for the last three weeks.,I have known Dr. Pownall for the last three weeks.,Fix OCR errors in the following text:,0.74
He baid he (ii not know they were going to strike him.,He said he did not know they were going to strike him.,Fix OCR errors in the following text:,0.7222222222222222
There was no arsenic kept in the surgery.,There was no arsenic kept in the surgery.,Fix OCR errors in the following text:,0.8048780487804879
"This caused a scene of a terrible character, the surrounding houses being severally occupied by poor families, who rushed out in their nightclothes, with their children in arms.","This caused a scene of a terrible character, the surrounding houses being severally occupied by poor families, who rushed out in their nightclothes, with their children in arms.",Fix OCR errors in the following text:,0.847457627118644
"Besides: bachelor or maid may as easily be paired as commonest cup-and saucr, for the lady ""can always introduce the erect style ofpersoe that is required.""","Besides: bachelor or maid may as easily be paired as commonest cup-and-saucer, for the lady ""can always introduce the exact style of person that is required.""",Fix OCR errors in the following text:,0.8481012658227848
Three years ago deceased retired from the police force on a pension.,Three years ago deceased retired from the police force on a pension.,Fix OCR errors in the following text:,0.7352941176470589
She could not remember her mother.,She could not remember her mother.,Fix OCR errors in the following text:,0.9411764705882353
"Mir. Jlstice Hawkins hacvini put on the black cap, addressed the prisoners. aiscd sail that after it lonic and patient inquiry thejury hld ifouod thet, guilty of a very foil sslld cruel toirder-the miurder of i poor little isisearidoing child, of Nyhich the femnale prisomuer hnt nisis very recently before beeai confilted.","Mr. Justice Hawkins having put on the black cap addressed the prisoners, and said that after a long and patient inquiry the jury had found them guilty of a very foul and cruel murder-the murder of a poor little unoffending child, of which the female prisoner had only very recently before been confined.",Fix OCR errors in the following text:,0.8976897689768977
"I tried to get her into the front room, but the leople there would not let her in.","He tried to get her into the front room, but the people there would not let her in.",Fix OCR errors in the following text:,0.7349397590361446
"He was acconpaniSed by thb prioner, wl who was leading him by the hand.","He was accompanied by the prisoner, who was leading him by the hand.",Fix OCR errors in the following text:,0.75
The learned counsel then pro- ceeded to detail the circumstances attend- ing the assault on the plaintiff.,The learned counsel then proceeded to detail the circumstances attending the assault on the plaintiff.,Fix OCR errors in the following text:,0.7941176470588235
"The room and bed were in such a state that she would not have put a dog in, ""leave alone a Chris- tian.""","The room and bed were in such a state that she would not have put a dog in, ""leave alone a Christian.""",Fix OCR errors in the following text:,0.7941176470588235
-Justice Brett: Does he 9,-Justice Brett: Does he?,Fix OCR errors in the following text:,1.25
"While two labourers were digging on the site of an old cowshed' they found about two dozen of these missiles, which afterwards fell into the hands of a number of boys, by whom they were distributed.","While two labourers were digging on the site of an old cowshed they found about two dozen of these missiles, which afterwards fell into the hands of a number of boys, by whom they were distributed.",Fix OCR errors in the following text:,0.868020304568528
A FAMILY MURDRUED.,A FAMILY MURDERED.,Fix OCR errors in the following text:,1.8333333333333333
-Caledonian Mercury.,-Caledonian Mercury.,Fix OCR errors in the following text:,1.55
"lie was glad to say that thiq crime was one g which was alien to the English people, and did not d often come before the courts, but it was one so serious as to be punishable with penal servitude for , life.","He was glad to say that this, crime was one which was alien to the English people, and did not often come before the courts, but it was one so serious as to be punishable with penal servitude for life.",Fix OCR errors in the following text:,0.8756218905472637
He appeared to be suffering from drink. and was conveyed to the sleeping ward and placed in bed with his clothes on.,"He appeared to be suffering from drink, and was conveyed to the sleeping ward and placed in bed with his clothes on.",Fix OCR errors in the following text:,0.8103448275862069
"He bad gone home, when the prisoner said he wanted to see himn, and on going outside and seeing prosecutor, said, III am going to kill you,"" andl at once struck him with an ice-knife on the shouldler and arm.","He had gone home, when the prisoner said he wanted to see him, and ongoing outside and seeing prosecutor, said, ""I am going to kill you,"" and at once struck him with an ice-knife on the shoulder and arm.",Fix OCR errors in the following text:,0.8768472906403941
"His wife is a tripe hawker,andtthe familyconsisted ofsixchildren.","His wife is a tripe hawker, and the family consisted of six children.",Fix OCR errors in the following text:,0.7246376811594203
"Mr. Gooke said it 'was a case for a jury, and committed the prisoners fr triaL.","Mr. Cooke said it was a case for a jury, and committed the prisoners for trial.",Fix OCR errors in the following text:,0.7974683544303798
"The bride was beautifully at. tired, and the bridegroom looked cheerfal at the prospects of soon becoming a married man,. when a messenger from the officiating clergyman brought the sad tidings that he could not perform the ceremony, in consequence of the bridegroom's father having protested on the ground that the bride weas twice his age.","The bride was beautifully at tired, and the bridegroom looked cheerful at the prospects of soon becoming a married man, when a messenger from the officiating clergyman brought the sad tidings that he could not perform the ceremony, in consequence of the bridegroom's father having protested on the ground that the bridge was twice his age.",Fix OCR errors in the following text:,0.9085545722713865
She ran downstairs and rushed out of the house try- ing to get away.,She ran downstairs and rushed out of the house trying to get away.,Fix OCR errors in the following text:,0.7121212121212122
"sh iMr. <W. Walter, of the firm of Walter and Son, was an 'caled, and; admitted purchasing the poison and selling re 015Th","Mr. W. Walter, of the firm of Walter and Son, was called, and admitted purchasing the poison and selling it to Mr. Hutchinson.",Fix OCR errors in the following text:,0.8095238095238095
"-The knot of the toga bad been p laced, or had slipped to the hack of ~his neck, and be died a fearful death from suffocatioss.","The knot of the rope had been placed, or had slipped to the back of his neck, and he died a fearful death from suffocation.",Fix OCR errors in the following text:,0.8373983739837398
Nor was it necessary that i it should be fixed to the ground.,Nor was it necessary that it should be fixed to the ground.,Fix OCR errors in the following text:,0.7796610169491526
"LATEST OLD BAILEY TRIAU.,",LATEST OLD BAILEY TRIALS.,Fix OCR errors in the following text:,1.28
"It wag a dark night, but the old man got hold of a pair of tongs, and struck the burglar who followed him a severe blow with the heavy end of the torgs.","It was a dark night, but the old man got hold of a pair of tongs, and struck the burglar who followed him a severe blow with the heavy end of the tongs.",Fix OCR errors in the following text:,0.8289473684210527
"_oThst case taken was that of a prisoner named &obisn who was tried at the last sessions on a charge of steal. Ing a watch from the person of a 96 n whose name to the jurors was unknown, near the Victoria hotel ERing's cross.","-The first case taken was that of a prisoner named Robinson, who was tried at the last sessions on a charge of stealing a watch from the person of a man whose name to the jurors was unknown, near the Victoria hotel, King's cross.",Fix OCR errors in the following text:,0.8777292576419214
MANSION HOUSE.,MANSION HOUSE.,Fix OCR errors in the following text:,2.2142857142857144
"When Sunday. am`itevrith no dinner, no fire, no food, Sir :hope, th tragedy began with the strangling ol'the youngest child.","When Sunday came, with no dinner, no fire, no food, no hope, the tragedy began with the strangling of the youngest child.",Fix OCR errors in the following text:,0.8181818181818182
The applicant was recalled and asked by the magis- trate if she suggested that the constable pushed her off the kerb.,The applicant was recalled and asked by the magistrate if she suggested that the constable pushed her off the kerb.,Fix OCR errors in the following text:,0.8434782608695652
-The prisoners were all committed for trial.,-The prisoners were all committed for trial.,Fix OCR errors in the following text:,0.7954545454545454
"prisoner namned Griffin, in Belfast Gaol, seized aglas5 from a passing warder, broke it, end tried, to ewallorw the fragments.","-A prisoner named Griffin, in Belfast Gaol, seized a glass from a passing warder, broke it, and tried to swallow the fragments.",Fix OCR errors in the following text:,0.8031496062992126
THg TuPRo1o0SED SEWAGE WORKS AT K*.*,THE PROPOSED SEWAGE WORKS AT KEW.,Fix OCR errors in the following text:,0.8787878787878788
"Tll. trial oi Peton tle doblu chlarge of poisoning his first wife--his second is still living-and a servant who was also his mistress, has resulted in a verdict of ty guilty agaiust the prisoner on the second count, or althougbh the jury were unable to makeup their minds at to convict him on the first, notwithstanding the de- of clared presence of arsenic in the exhumed remains of ts his wife.","THE trial of Pel on the double charge of poisoning his first wife – his second is still living – and a servant who was also his mistress, has resulted in a verdict of guilty against the prisoner on the second count, although the jury were unable to make up their minds to convict him on the first, notwithstanding the declared presence of arsenic in the exhumed remains of his wife.",Fix OCR errors in the following text:,0.918848167539267
"Witness was out all day, and inquired at the address in Russell-road, end found that there was no furniture to be sold.","Witness was out all day, and inquired at the address in Russell-road, and found that there was no furniture to be sold.",Fix OCR errors in the following text:,0.8151260504201681
"The prisonerwas too old to be sent toare- formatory, Snd thcy felt that under all the lchoon stsnces. considering his age and character, they cGuId orsnistently with their public duty refrain from pass. ing a Eentence of penal servitude.","The prisoner was too old to be sent to a reformatory, and they felt that under all the circumstances, considering his age and character, they could consistently with their public duty refrain from passing a sentence of penal servitude.",Fix OCR errors in the following text:,0.8765957446808511
-Mr. Serjeant Cox said there was nothing in this case which would lead himn to depart from his invariable rule of meting out to the receiver double the punishment he gave the thief.,–Mr. Serjeant Cox said there was nothing in this case which would lead him to depart from his invariable rule of meting out to the receiver double the punishment he gave the thief.,Fix OCR errors in the following text:,0.85
He did that for th- sako of aettiucg rid of the man,He did that for the sake of getting rid of the man.,Fix OCR errors in the following text:,0.7450980392156863
"The writer denies that he had anything to do with the death of Mr. Rose, and says he has no intention Of giving himself up.","The writer denies that he had anything to do with the death of Mr. Rose, and says he has no intention of giving himself up.",Fix OCR errors in the following text:,0.8292682926829268
"-Mr. Boden opened the case at great length, and then proceeded to call witnesses.","-Mr. Boden opened the case a great length, and then proceeded to call witnesses.",Fix OCR errors in the following text:,0.7625
Mr.Robinson assured thermagistrate thatthat which had been so justly condemned by his worship was entirely unknown to the respectable gentlemen who formed the board; and a number of the guardians present confirmed this assertion.,Mr. Robinson assured the magistrate that that which had been so justly condemned by his worship was entirely unknown to the respectable gentlemen who formed the board; and a number of the guardian's present confirmed this assertion.,Fix OCR errors in the following text:,0.8879310344827587
Dean bled very much from the effects of the blow from the poker.,Dean bled very much from the effects of the blow from the poker.,Fix OCR errors in the following text:,0.71875
"When he recovered: himself he saw the blood gushing from her temple, and he put out his arms and said "" Amelia, what have I done ?""","When he recovered himself he saw the blood gushing from her temple, and he put out his arms and said, ""Amelia, what have I done?""",Fix OCR errors in the following text:,0.8449612403100775
"Inspector Harvey at once gave' orders that the door was to be burst open, which was promptly done, and the officers entered the premises.","Inspector Harvey at once gave orders that the door was to be burst open, which was promptly done, and the officers entered the premises.",Fix OCR errors in the following text:,0.8308823529411765
"-The jury found the prisoner "" Guilty,"" and he was sentenced to eight months' hard labour.","-The jury found the prisoner ""Guilty,"" and he was sentenced to eight months' hard labour.",Fix OCR errors in the following text:,0.8089887640449438
(from Judy.),(From Judy.),Fix OCR errors in the following text:,2.8333333333333335
TEE ALLEGED CHILD MURDERS.,THE ALLEGED CHILD MURDERS.,Fix OCR errors in the following text:,1.1923076923076923
"- Evidence was given at considerable length in support of the above charges,",–Evidence was given at considerable length in support of the above charges.,Fix OCR errors in the following text:,0.8
"If the jury were of opinion that the defendants did not establish any one of those pleas, it would he. their duty to return a verdict for the plaintiff.","If the jury were of opinion that the defendants did not establish any one of those pleas, it would be their duty to return a verdict for the plaintiff.",Fix OCR errors in the following text:,0.8278145695364238
"The daggers used In the assassination were, it is alleged, found in Dublin, or, as one report states, in the suburbs, about two months ago.","The daggers used in the assassination were, it is alleged, found in Dublin, or, as one report states, in the suburbs, about two months ago.",Fix OCR errors in the following text:,0.841726618705036
"Mr. Vaughan remanded the accused, taking bail for Fay.","Mr. Vaughan remanded the accused, taking bail for Fay.",Fix OCR errors in the following text:,0.7777777777777778
"The woman was 'taken 'to s'ome hopper' : houses belonging to Mr.. Hyles, farmer, where she died at two. o'clock on Sunday.","The woman was taken to some hopper houses belonging to Mr. Hyles, farmer, where she died at two o'clock on Sunday.",Fix OCR errors in the following text:,0.8245614035087719
"The de- fendant was a gentleman possessed of con- siderable property, who was addicted to drinking to excess, and in the year 1878 he was found to be a Innatic, and was , placed under the charge of the Court of Chancery, and a committee of his relations was appointed to take care of him.","The defendant was a gentleman possessed of considerable property, who was addicted to drinking to excess, and in the year 1878 he found to be a lunatic, and was placed under the charge of the Court of Chancery, and a committee of his relations was appointed to take care of him.",Fix OCR errors in the following text:,0.8920863309352518
"Mr. d 8 larrman conducted the prosecution, but the injured man wd was still unable to appear owing to the injuries he had !y received.","Mr. Sharman conducted the prosecution, but the injured man was still unable to appear owing to the injuries he had received.",Fix OCR errors in the following text:,0.8064516129032258
"The prisotter bore to excellent character up to t his acqtainit:ancoe asith Flanttulgat ; aitd if he were acquitted, his master souldi ttgttitt take hitis iltto Itis emiploy.","The prisoner bore an excellent character up to his acquaintance with Flannagan; and if he were acquitted, his master would again take him into his employ.",Fix OCR errors in the following text:,0.8441558441558441
"The morning he left he came down stairs, assisted by a pri- sbner or a warder, who held' him by the hand because he 'was so weak, and was chained by the ankle to another pri- soner.","The morning he left he came down stairs, assisted by a prisoner or a warder, who held him by the hand because he was so weak, and was chained by the ankle to another prisoner.",Fix OCR errors in the following text:,0.8571428571428571
"On Saturday night Police-constable 108 P was called to a disturbance in Newington Butts, and found the prisoner acting in a most violent manner in the midst of a crowd.","On Saturday night Police-constable 108 P was called to a disturbance in Newington Butts, and found the prisoner acting in a most violent manner in the midst of a crowd.",Fix OCR errors in the following text:,0.8571428571428571
His meintobjeet in attending the court that day was to arga the bteccssit of some more efficient police protection.,His main object in attending the court that day was to urge the necessity of some more efficient police protection.,Fix OCR errors in the following text:,0.7913043478260869
"Rosina Beer, the wife of the last witness, gave evi- dence of a similar character.","Rosina Beer, the wife of the last witness, gave evidence of a similar character.",Fix OCR errors in the following text:,0.775
"He did not wish to refer to the information upon which the summonses had been granted, except to state that the defendants were ready and anxious to explain everything alleged against them-and that most satisfactorily.","He did not wish to refer to the information upon which the summonses had been granted, except to state that the defendants were ready and anxious to explain everything alleged against them–and that most satisfactorily.",Fix OCR errors in the following text:,0.8807339449541285
"-The prisoner clutched the bars of the doclr, audresisted the efforts of a warder and a police- sace to take him to the cells.","–The prisoner clutched the bars of the dock, and resisted the efforts of a warder and a policeman to take him to the cells.",Fix OCR errors in the following text:,0.8048780487804879
"The witriebs! eo replied, ""Yes.""","The witness replied, ""Yes.""",Fix OCR errors in the following text:,1.1111111111111112
"Partridge was now called as a witness, and in the course of a long deposition, he spoke of what took place inside the houp,, before the police arrived.","Partridge was now called as a witness, and in the course of a long deposition, he spoke of what took place inside the house before the police arrived.",Fix OCR errors in the following text:,0.8333333333333334
"This, how- ever, was denied.","This, however, was denied.",Fix OCR errors in the following text:,1.1923076923076923
"In another indictment he was charged with having stolen four nails and 53 envo- lopes, the Droperty of Ernest Preston.","In another indictment he was charged with having stolen four nails and 53 envelopes, the property of Ernest Preston.",Fix OCR errors in the following text:,0.8103448275862069
"In a paint-pot.E39 of the, missing money was discovered.",In a paint-pot 39 of the missing money was discovered.,Fix OCR errors in the following text:,0.7777777777777778
Mr. Geoghegan: We are bound over to prosecate in the sum of �40.,Mr. Geoghegan: We are bound over to prosecute in the sum of £40.,Fix OCR errors in the following text:,0.765625
Ellis had something to eat in the cook's galley and he then tried to indace a man named Boyd to lower a boat to row him ashore.,"Ellis had something to eat in the cook's galley, and he then tried to induce a man named Boyd to lower a boat to row him ashore.",Fix OCR errors in the following text:,0.8203125
