OCR Text,Ground Truth,Model Prediction,CER,WER
FEARFUL SCENE AT AN EXECUTION IN IRELAND.,FEARFUL SCENE AT AN EXECUTION IN IRELAND.,FEARFUL SCENE AT AN EXECUTION IN IRELAND.,0.0,0.0
The Drisoner must be shown to have taken part in a treasonable conspiracy of confederation against the Queen or the Government before Iis committal on the present charge could be justified.,The prisoner must be shown to have taken part in a treasonable conspiracy of confederation against the Queen or the Government before his committal on the present charge could be justified.,The prisoner must be shown to have taken part in a treasonable conspiracy of confederation against the Queen or the Government before committal on the present charge could be justified.,0.021164021164021163,0.03225806451612903
"This was the ause of the quarrel; the deceased then left and Mary Martin followed her; witness does not know what happen. ed afterwards,",This was the cause of the quarrel; the deceased then left and Mary Martin followed her; witness does not know what happened afterwards.,This was the cause of the quarrel; the deceased then left and Mary Martin followed her; witness does not know what happened afterwards.,0.0,0.0
"In the early part of last year she gradually got more neglectful and untidy, and would frequently go for days without washing her face or combin'g her hair.","In the early part of last year she gradually got more neglectful and untidy, and would frequently go for days without washing her face or combing her hair.","In the early part of last year she gradually got more neglectful and untidy, and would frequently go for days without washing her face or combing her hair.",0.0,0.0
"Hereupon oe ,,rl EolhfinPs was taken into custody, and comr- euted for trial by the coroner for wilful murder, gah ,round that no preparation of clothes or linen t beenmade; that the prisoner had declined the seistase of another female and a medical man, and seletially that she had consequently intended to, d bad made away wvith, the life of the infant.","Hereupon the girl Hollings was taken into custody, and committed for trial by the coroner for wilful murder, on the ground that no preparation of clothes or linen had been made; that the prisoner had declined the assistance of another female and a medical man, and inferentially that she had consequently intended to, and had made away with, the life of the infant.","Hereupon Mr. Eolfin was taken into custody, and committed for trial by the coroner for wilful murder, on the grounds that no preparation of clothes or linen had been made; that the prisoner had declined the services of another female and a medical man, and that she had consequently intended to have bad made away with the life of the infant.",0.1095890410958904,0.15873015873015872
"Marshal Bazajue ordered all the flags to bh sent .t the siseral to be destroyed, but in the meantime a notice arrived from the headquarters of the Garm army, from which it Was evident that it would be impossible to destroy the flags without a rupture of the armistice.","Marshal Bazaine ordered all the flags to be sent to the arsenal to be destroyed, but in the meantime a notice arrived from the headquarters of the German army, from which it was evident that it would be impossible to destroy the flags without a rupture of the armistice.","Marshal Bazajue ordered all the flags to be sent to the sultan to be destroyed, but in the meantime a notice arrived from the headquarters of the Garm army, from which it was evident that it would be impossible to destroy the flags without a rupture of the armistice.",0.040740740740740744,0.061224489795918366
-SELF ACCUSED OF MU1R- DER.,-SELF ACCUSED OF MURDER.,-SELF ACCUSED OF MURDER.,0.0,0.0
"The latter was on a visit at Prat- sham Grange, and he and the deceased had been out rabbit shootisg with another friend.","The latter was on a visit at Pratsham Grange, and he and the deceased had been out rabbit shooting with another friend.","The latter was on a visit at Pratham Grange, and he and the deceased had been out rabbit shoot with another friend.",0.03361344537815126,0.09090909090909091
"-The pro- secutrix, Sarah Warwvick, t illodest, respectalble-lookhilug girl, said her patrents resided at Holloway, and she seas ell-aged as iL srvIlilt with a AIr. Rlowley, vs ho kept a grocer's shop at Ilentish.towvn.","–The prosecutrix, Sarah Warwick, a modest, respectable-looking girl, said her parents resided at Holloway, and she was engaged as a servant with a Mr. Rowley, who kept a grocer's shop at Kentish-town.","-The prosecutrix, Sarah Warwick, the kindest, respectable-looking girl, said her patrents resided at Holloway, and she was engaged as an apprentice with a Mr. Rlowley, who kept a grocer's shop at Woolwich.",0.145,0.25
- Mr. Foster seconded the proposition.,-Mr. Foster seconded the proposition.,-Mr. Foster seconded the proposition.,0.0,0.0
"'ti AT the Clorkenwell Sessions, before Sir P. H. Edlini tl Q.C., Henry Conway, nineteen, clerk, who last see-- .w sione pleaded. guilty to having broken into the shop. of Edward Wallin Perry, a jeweller, of Orford-tbreebf,. and stealing therein twenty-six diamond iings, valued . at �420, was broughtup for sentence.","AT the Clerkenwell Sessions, before Sir P. H. Edlin, Q.C., Henry Conway, nineteen, clerk, who last sessions pleaded guilty to having broken into the shop, of Edward Wallis Perry, a jeweller, of Oxford-street, and stealing therein twenty-six diamond rings, valued at £420, was brought up for sentence.","AT the Clorkenwell Sessions, before Sir P. H. Edlin, Q.C., Henry Conway, nineteen, clerk, who last see-saw pleaded guilty to having broken into the shop of Edward Wallin Perry, a jeweller, of Orford-street, and stealing therein twenty-six diamond rings, valued at £420, was brought up for sentence.",0.03333333333333333,0.10638297872340426
thcy ogoin left him lying.,"Their efforts to rouse him proved ineffectual, and they again left him lying.",The ogling left him lying.,0.6883116883116883,0.7692307692307693
"Some of the property pledged at Mr. Collins's, of 90, Shoreditch, was produced. but a pawnbroker nained'Grant did not attend, although the officer had given him notice to do so, and the prisoner, who merely said in answer to the charge, "" All they say is true,"" was remanded for the valuables to be brought forward.","Some of the property pledged at Mr. Collins's, of 90, Shoreditch, was produced, but a pawnbroker named Grant did not attend, although the officer had given him notice to do so, and the prisoner, who merely said in answer to the charge, ""All they say is true,"" was remanded for the valuables to be brought forward.","Some of the property pledged at Mr. Collins's, of 90, Shoreditch, was produced, but a pawnbroker named Grant did not attend, although the officer had given him notice to do so, and the prisoner, who merely said in answer to the charge, ""All they say is true,"" was remanded for the valuables to be brought forward.",0.0,0.0
The son promised not to strike again if his ferther [o would leave hold of the stick.,The son promised not to strike again if his father would leave hold of the stick.,The son promised not to strike again if his ferther would leave hold of the stick.,0.024691358024691357,0.0625
"Prisoner wrote on. the paper asking his brother to go to 17, Plough-road, and take charge of the pince.","Prisoner wrote on the paper asking his brother to go to 17, Plough-road, and take charge of the place.","Prisoner wrote on the paper asking his brother to go to 17, Plough-road, and take charge of the pince.",0.0196078431372549,0.05263157894736842
"e Police-constable 233 here stepped forward, and said he ) e wished to add to bis evidence thei fact that Inspector ( B Stevens had on more than one occasion reported 1im, and d given bins a'' jackeeting.""","Police constable 233 here stepped forward, and said he wished to add to his evidence the fact that Inspector Stevens had on more than one occasion reported him, and given him a ""jacketing.""","Police-constable 233 here stepped forward, and said he wished to add to his evidence the fact that Inspector Stevens had on more than one occasion reported him, and given him a ""jackeeting.""",0.010582010582010581,0.09090909090909091
"On the following morning Saturday, Jury called in a Mrs. Martin to see his wife, whom he said was very ill.","On the following morning Saturday, Jury called in a Mrs. Martin to see his wife, whom he said was very ill.","On the following morning Saturday, Jury called in a Mrs. Martin to see his wife, whom he said was very ill.",0.0,0.0
The prisoner was remanded.,The prisoner was remanded.,The prisoner was remanded.,0.0,0.0
"T1im hearing (f the casc against Police-con.stable Pearce, t 41Dll A, who is charged upon a summnons with ansnult 5 irng a young fellow easled Briggs, and which has oecu- pied the attention of i, tr n F.wick dining a consic-rable o portion oi the week, was rcsumed, at the ioSuthw:srk r Police-court, Mr. Sydney again appearing for tiie defen- C 9 dant.","THE hearing of the case against Police-constable Pearce, 490 M, who is charged upon a summons with assaulting a young fellow named Briggs, and which has occupied the attention of Mr. Fenwick during a considerable portion of the week, was resumed, at the Southwark Police-court, Mr. Sydney again appearing for the defendant.","The hearing against Police-constable Pearce, 41D, who is charged upon a sum of tenons with assaulting a young fellow named Briggs, and which has attracted the attention of Mr. F.wick dining a conspicuous portion of the week, was resumed, at the Surrey Police-court, Mr. Sydney again appearing for the defendant.",0.15789473684210525,0.2692307692307692
"Wilkinson, who was a middle-aged man, had no relatives in Natal, and up to the time the c last mail was despntched they had not discovered I from what part of Yorkshire he had, some ten years c ago, emigrated to S&uth Africa.","Wilkinson, who was a middle-aged man, had no relatives in Natal, and up to the time the last mail was despatched they had not discovered from what part of Yorkshire he had, some ten years ago, emigrated to South Africa.","Wilkinson, who was a middle-aged man, had no relatives in Natal, and up to the time the last mail was delivered they had not discovered from what part of Yorkshire he had, some ten years ago, emigrated to South Africa.",0.0273972602739726,0.025
"Hearing cries, Partridge went up, and saw White throw two bricks at Kent, who was then in the yard,","Hearing cries, Partridge went up, and saw White throw two bricks at Kent, who was then in the yard.","Hearing cries, Partridge went up, and saw White throw two bricks at Kent, who was then in the yard.",0.0,0.0
"or Constable Hatfield asked for instruetiens as to the diP- e- posal of the money found on the children, and Mr. ri- Baggallay told him to habd over the amount Mrs. Savage he lost in the puree and keep the remainder till someone or applied for it,","Constable Hatfield asked for instructions as to the disposal of the money found on the children, and Mr. Baggallay told him to hand over the amount Mrs. Savage lost in the purse and keep the remainder till someone applied for it.","Constable Hatfield asked for instructions as to the disposition of the money found on the children, and Mr. Baggallay told him to hand over the amount Mrs. Savage he lost in the puree and keep the remainder till someone applied for it.",0.039301310043668124,0.07317073170731707
"He had several cases against him-indeed, so many that they showed a regular system had been carried on in this way.","He had several cases against him-indeed, so many that they showed a regular system had been carried on in this way.","He had several cases against him-indeed, so many that they showed a regular system had been carried on in this way.",0.0,0.0
"- Andrew M'Kewen, an old soldier, wearing, several medals and clasps, said that he was a watlchman, and was passing the house on the night in question, and saw the defendant, not as the complainant said in the pas- sage, but outside the house with his hand jammed in the, door.","- Andrew M'Kewen, an old soldier, wearing several medals and clasps, said that he was a watchman, and was passing the house on the night in question, and saw the defendant, not as the complainant said in the passage, but outside the house with his hand jammed in the door.","- Andrew M'Kewen, an old soldier, wearing several medals and clasps, said that he was a watcher, and was passing the house on the night in question, and saw the defendant, not as the complainant said in the pas-de-sage, but outside the house with his hand jammed in the door.",0.025735294117647058,0.04
"the deceased was weighed in his house by Mr. Burrows, the coroner's officer, and weighed 2nkb., which was not more than a child half her age ought to weigh.","The deceased was weighed in his house by Mr. Burrows, the coroner's officer, and weighed 231b., which was not more than a child half her age ought to weigh.","The deceased was weighed in his house by Mr. Burrows, the coroner's officer, and weighed 2lb., which was not more than a child half her age ought to weigh.",0.01282051282051282,0.034482758620689655
THE TAUNTON RAILVAY DISASTER.,THE TAUNTON RAILWAY DISASTER.,THE TAUNTON RAILVAY DISASTER.,0.034482758620689655,0.25
A FRAUDULENT BANERUPT.,A FRAUDULENT BANKRUPT.,A FRAUDULENT BANERUPT.,0.045454545454545456,0.3333333333333333
"eher husband then struck her a succession of blows on the head with the knob end of the poker, and in a few minutes she was dead.","Her husband then struck her a succession of blows on the head with the knob end of the poker, and in a few minutes she was dead.","Her husband then struck her a succession of blows on the head with the knob end of the poker, and in a few minutes she was dead.",0.0,0.0
"He then told, him to drive on to an hotel in Villiers-.treet, and the goods were taken inside The waiter at the hotel paid the cabman 4s. Gd., and the prisoner paid him lid.","He then told him to drive on to an hotel in Villiers-street, and the goods were taken inside The waiter at the hotel paid the cabman 4s. 6d., and the prisoner paid him 6d.","He then told him to drive on to an hotel in Villiers-street, and the goods were taken inside The waiter at the hotel paid the cabman 4s. Gd., and the prisoner paid him 5s.",0.017543859649122806,0.058823529411764705
FATAL FIGHT IN THE HARVEST FiELD :,FATAL FIGHT IN THE HARVEST FIELD.,FATAL FIGHT IN THE HARVEST FIELD:,0.030303030303030304,0.16666666666666666
"A SAD FAMILY STORY,",A SAD FAMILY STORY.,A SAD FAMILY STORY.,0.0,0.0
"- 3. H. Webster, Norwich","-J. E. Webster, Norwich","-3. H. Webster, Norwich",0.08695652173913043,0.5
"- Mr. Ross thoight, they ought not to go to such an expense.",-Mr. Ross thought they ought not to go to such an expense.,"-Mr. Ross said, they ought not to go to such an expense.",0.1206896551724138,0.08333333333333333
"AO JAI,, I .j",ANOTHER JACKSON CASE.,"AO JAI, I.",0.6666666666666666,1.0
It was also-stated that sLorae was very much depressed previous to tle tragedy.,It was also stated that Osborne was very much depressed previous to the tragedy.,It was also stated that Lorae was very much depressed previous to the tragedy.,0.05,0.07142857142857142
"While the husband was ill- treating his assistant, the daughter, aged sixteen, was on her knsees, imprecating the most awful curses upon them.","While the husband was ill-treating his assistant, the daughter, aged sixteen, was on her knees, imprecating the most awful curses upon them.","While the husband was ill-treated his assistant, the daughter, aged sixteen, was on her knees, imprecating the most awful curses upon them.",0.02142857142857143,0.045454545454545456
TRIALS AT THE,TRIALS AT THE MIDDLESEX SESSIONS,TRIALS AT THE,0.59375,0.4
"Binr ScarIett : iHe fell under this lady's fascination 3e when he was with her, and she could do what she liked with him,","Mr. Scarlett: He fell under this lady's fascination when he was with her, and she could do what she liked with him.","Barnett: He fell under this lady's fascination when he was with her, and she could do what she liked with him.",0.06086956521739131,0.09090909090909091
"Iu the course of a quarrel in April last he drove his wife out of the house, and then cut the child's throat, nearly severine the head from the body.","In the course of a quarrel in April last he drove his wife out of the house, and then cut the child's throat, nearly severing the head from the body.","In the course of a quarrel in April last he drove his wife out of the house, and then cut the child's throat, nearly severing the head from the body.",0.0,0.0
"All the witnesses - stated that no blame was attributable to -William Eamden, the driver of the omnibus.","All the witnesses stated that no blame was attributable to William Eamden, the driver of the omnibus.","All the witnesses stated that no blame was attributable to William Eamden, the driver of the omnibus.",0.0,0.0
"He also said it he only knew two clergymen in the town, the late D MIr. Shutto end the Rev. Mr. Dolling, of Lancdport, v who was his uncle.","He also said he only knew two clergymen in the town, the late Mr. Shutte and the Rev. Mr. Dolling, of Landport, who was his uncle.","He also said it he only knew two clergymen in the town, the late Mr. Shuttooth and the Rev. Mr. Dolling, of Lancashire, who was his uncle.",0.1,0.11538461538461539
"On r ie the 28th of October he heard from Charlwood by letter us :e that the wonan was dead, and asking him to make soene arrangements for the funeral..","On the 28th of October he heard from Charlwood by letter that the woman was dead, and asking him to make some arrangements for the funeral.","On the 28th of October he heard from Charlwood by letter that the wonan was dead, and asking him to make arrangements for the funeral.",0.04316546762589928,0.07692307692307693
Mr. Woolrych: Had you seen her alive in course of the day?,Mr. Woolrych: Had you seen her alive in course of the day?,Mr. Woolrych: Had you seen her alive in course of the day?,0.0,0.0
"The Illustrious party partook of a dejecner with the Queen and Prince Albert, and afterwards returned to Marlborough-house.","The illustrious party partook of a dejeuner with the Queen and Prince Albert, and afterwards returned to Marlborough-house.","The Illustrious party partook of a dance with the Queen and Prince Albert, and afterwards returned to Marlborough-house.",0.056910569105691054,0.1111111111111111
THE ATTEMPTED WIFE MURDER AT 3HACKNEY.,THE ATTEMPTED WIFE MURDER AT HACKNEY.,THE ATTEMPTED WIFE MURDER AT HACKNEY.,0.0,0.0
Word was at once sent to the police.,Word was at once sent to the police.,Word was at once sent to the police.,0.0,0.0
"Witness asked the deceased what she had done with it, and she said either, I I gave it to mother,"" or ""' I am going to give it to mother.""","Witness asked the deceased what she had done with it, and she said either, ""I gave it to mother,"" or ""I am going to give it to mother.""","Witness asked the deceased what she had done with it, and she said either, ""I gave it to mother,"" or ""I am going to give it to me.""",0.02962962962962963,0.03571428571428571
"eor landlady, while aessiting her to leave her hed, heard something anap twice, when the deceased exclaimed, ""There, my thigh ie broken!""","Her landlady, while assisting her to leave her bed, heard something snap twice, when the deceased exclaimed, ""There, my thigh is broken!""","The landlady, while asking her to leave her house, heard something anap twice, when the deceased exclaimed, ""There, my thigh is broken!""",0.0948905109489051,0.18181818181818182
-The prisoner was again re. nanded. -,-The prisoner was again remanded.,-The prisoner was again remanded.,0.0,0.0
"The three children and maidservant ate heartily of the pies, and on Fiiday they were all very ill gith symptoms of poisoning.","The three children and maid-servant ate heartily of the pies, and on Friday they were all very ill with symptoms of poisoning.","The three children and maidservant ate heartily of the pies, and on Friday they were all very ill with symptoms of poisoning.",0.007936507936507936,0.045454545454545456
"-Evi- dence was also given of the attempt bythepri- soner to commit suicide while inthe hospitalby cutting her throat with a table-Imife,whichshe had concealed under the bedclothes","-Evidence was also given of the attempt by the prisoner to commit suicide while in the hospital by cutting her throat with a table-knife, which she had concealed under the bedclothes.","Evidence was also given of the attempt by the prisoner to commit suicide while in hospital by cutting her throat with a table knife, which she had concealed under the bedclothes.",0.03278688524590164,0.12903225806451613
"In fact, after she got con- valescent we went together and psenred her watch arid chairs witlh which to pay his.","In fact, after she got convalescent we went together and pawned her watch and chain with which to pay him.","In fact, after she got married we went together and pawned her watch and chairs in which to pay his.",0.1509433962264151,0.2
Insanity was divided into four classes.,Insanity was divided into four classes.,Insanity was divided into four classes.,0.0,0.0
"After being seen by a dispensary doctor she took deceased to Dr. Matcham on a relief order on WT'Tednesdav last, and he said the child was in at horribly emaciated condition, and dying.","After being seen by a dispensary doctor she took deceased to Dr. Matcham on a relief order on Wednesday last, and he said the child was in a horribly emaciated condition, and dying.","After being seen by a dispensary doctor she took deceased to Dr. Matcham on a relief order on Wednesday last, and he said the child was in a horribly emaciated condition, and dying.",0.0,0.0
"A t Witness : Your honour, there are over a dozen gen- q tlemen here to-day who perhaps cannot attend is again.","A Witness: Your honour, there are over a dozen gentlemen here to-day who perhaps cannot attend again.","Your honour, there are over a dozen gentlemen here to-day who perhaps cannot attend again.",0.10891089108910891,0.11764705882352941
"-Onf Sunday night wheni the officials were locking-uP the station for the night a respectably dressed man, aged about thirty, was discovered in one of the. lavatocies with his throat cat.. He: was in an unconscious condi- tion, and the penknife with which he had inflicted tie wound was embedded in his neck.","-On Sunday night when the officials were locking-up the station for the night a respectably dressed man, aged about thirty, was discovered in one of the lavatories with his throat cut, He was in an unconscious condition, and the penknife with which he had inflicted the wound was embedded in his neck.","-On Sunday night when the officials were locking up the station for the night a respectably dressed man, aged about thirty, was discovered in one of the lavatories with his throat cut. He was in an unconscious condition, and the penknife with which he had inflicted the wound was embedded in his neck.",0.006644518272425249,0.057692307692307696
It was a cnstom of Mr. Mackay to go every afternoon to a jeweller's shop near the hotel to r gu- late his watch.,It was a custom of Mr. Mackay to go every afternoon to a jeweler's shop near the hotel to regulate his watch.,It was a custom of Mr. Mackay to go every afternoon to a jeweller's shop near the hotel to change his watch.,0.07339449541284404,0.09090909090909091
BUaGLAnY.,BURGLARY.,BUILDING.,0.6666666666666666,1.0
"He 'altered his mind,] with good reason, in a very short time.","He altered his mind, with good reason, in a very short time.","He altered his mind, with good reason, in a very short time.",0.0,0.0
"He must be bound himselfin 2,000 and four sureties in 150 each.","He must be bound himself in £2,000 and four sureties in £150 each.","He must be bound himself in 2,000 and four sureties in 150 each.",0.030303030303030304,0.15384615384615385
"Trotmnan now pleaded guilty, but Warren denied the theft.","Trotman now pleaded guilty, but Warren denied the theft.","Trotmnan now pleaded guilty, but Warren denied the theft.",0.017857142857142856,0.1111111111111111
Ee had given her presents.,He had given her presents.,He had given her presents.,0.0,0.0
She would never have mentioned it if he had only been kind to her.,She would never have mentioned it if he had only been kind to her.,She would never have mentioned it if he had only been kind to her.,0.0,0.0
"In the upper room he struck her across the eye, inflicting a fearful svound.","In the upper room he struck her across the eye, inflicting a fearful wound.","In the upper room he struck her across the eye, inflicting a fearful wound.",0.0,0.0
The injuries were the cause of death.,The injuries were the cause of death.,The injuries were the cause of death.,0.0,0.0
"Mr. Wallack subsquently committed various breaches in the rules, and in particular by not attending the preliminary meeting of the companY or the season 1851 and 1852, but Mr. Webster beig absen from England, and not being informed of such breach being committed, Mr. Wallack was paid a week's salary subsequent to such breach by the treasurer.","Mr. Wallack subsequently committed various breaches in the rules, and in particular by not attending the preliminary meeting of the company for the season 1851 and 1852, but Mr. Webster being absent from England, and not being informed of such breach being committed, Mr. Wallack was paid a week's salary subsequent to such breach by the treasurer.","Mr. Wallack subsquently committed various breaches in the rules, and in particular by not attending the preliminary meeting of the company during the season 1851 and 1852, but Mr. Webster being absen from England, and not being informed of such breach being committed, Mr. Wallock was paid a week's salary subsequent to such breach by the treasurer.",0.022988505747126436,0.07017543859649122
"Upon reaehin~g homne the boy vweet to' t his hb'ed room, and alnnost i m~med iately the father heard' e the report of a -;tirearra,","Upon reaching home the boy went to his bedroom, and almost immediately the father heard the report of a firearm.","Upon returning home the boy went to his bedroom, and shortly afterwards the father heard the report of a disturbance.",0.24107142857142858,0.2
"He went up West-street and downGloucester-laue,as far asthe Three HorseShoes inn, but could not see a policeman, and was abont to return home when the prisoner, who had followed him, struck him in the face and chest","He went up West-street and down Gloucester-lane, as far as the Three Horse Shoes inn, but could not see a policeman, and was about to return home when the prisoner, who had followed him, struck him in the face and chest.","He went up West-street and down Gloucester-laue, as far as Three Horse Shoes inn, but could not see a policeman, and was about to return home when the prisoner, who had followed him, struck him in the face and chest.",0.022727272727272728,0.04878048780487805
Witness Ytes,Witness: Yes.,Witness Ytes,0.23076923076923078,1.0
"AT the County Magistrates Court, Liverpool, on Saturday, James Fecit, contractor for the supply of 3 milk to the Walton Workhouse, was charged with c selling milk not of the quality demanded by the purchaser.","AT the County Magistrates Court, Liverpool, on Saturday, James Fecit, contractor for the supply of milk to the Walton Workhouse, was charged with selling milk not of the quality demanded by the purchaser.","AT the County Magistrates Court, Liverpool, on Saturday, James Fecit, contractor for the supply of milk to the Walton Workhouse, was charged with selling milk not of the quality demanded by the purchaser.",0.0,0.0
"we From the BRegistrar-generat's returnl ` learxtbatituringthe wveek endingAlprjl 4, deathE registered in 28 great toWes In 'I laud and Wales corresponded to enl annl- rate of 224 per 1,Q00 of the-r F�P5a1I'"""" which is estimated at 10,010,426 m the `h E of 1891,","From the Registrar-general's return we learn that during the week ending April 4 the deaths registered in 28 great towns in England and Wales corresponded to an annual rate of 22-4 per 1,000 of their population, which is estimated at 10,010,426 in the middle of 1891.","From the Registrar-generat's return, after recovering the death registered in 28 great towns in England and Wales corresponded to an annual rate of 224 per 1,000 of the population of the ""FINAL"" which is estimated at 10,010,426 m the year of 1891.",0.23595505617977527,0.43478260869565216
"As vegarde ests tho damages, the defenulint hld insulted her.","As regards the damages, the defendant had insulted her.","As for the damages, the defendant had insulted her.",0.10909090909090909,0.1111111111111111
"For- tunately for the man, who was thus precipitated into custody, tle roof of e; Wasbhonse intervened, or he wouild have had a clear drop of twventy:feet.","Fortunately for the man, who was thus precipitated into custody, the roof of a washhouse intervened, or he would have had a clear drop of twenty feet.","Fortunately for the man, who was thus precipitated into custody, the roof of the house intervened, or he would have had a clear drop of twenty-five feet.",0.07333333333333333,0.1111111111111111
"The officer cnun 'up before 'he had been 'standing on the footway more than half 'aminute, and told him tonmove on, and=h then walked up'and down the place rather smartly.","The officer came up before he had been standing on the footway more than half a minute, and told him to move on, and he then walked up and down the place rather smartly.","The officer came up before he had been standing on the footway more than half an hour, and told him to move on, and he then walked up and down the place rather smartly.",0.03550295857988166,0.058823529411764705
"As a mlatter of course, thse heart, spleen, and other portions of the.-intestines were also subdivided.","As a matter of course, the heart, spleen, and other portions of the intestines were also subdivided.","As a matter of course, the heart, spleen, and other portions of the intestines were also subdivided.",0.0,0.0
"The arms were not sent over to Ireland with any treasonable object, and no evidence had been brought by the prosecution to show that esch was the case","The arms were not sent over to Ireland with any treasonable object, and no evidence had been brought by the prosecution to show that such was the case.","The arms were not sent over to Ireland with any treasonable object, and no evidence had been brought by the prosecution to show that this was the case.",0.026490066225165563,0.03571428571428571
"Ramsey said witr.ess hac got hold of the- wrong persons, and the job belbnged Lq gipsies who ,%ere on the green.","Ramsey said witness had got hold of the wrong persons, and the job belonged to gipsies who were on the green.","Witness said he got hold of the wrong persons, and the job belied the gipsies who were on the green.",0.1926605504587156,0.23809523809523808
"He tried to kher pol and prevent her from striking him, but did not onceul hUS hand'to strike her in return.","He tried to keep her off and prevent her from striking him, but did not once lift his band to strike her in return.","He tried to restrain her and prevent her from striking him, but did not once lift his hand to strike her in return.",0.09565217391304348,0.125
"-The burglars, who were equipped with 'tools and had skilfully fastened the hedroom doors with cords, had possessed themselves of jewellery -atid mbtea to the value of one hundred pounds.","The burglars, who were equipped with tools and had skillfully fastened the bedroom doors with cords, had possessed themselves of jewellery and notes to the value of one hundred pounds.","-The burglars, who were equipped with tools and had skilfully fastened the bedroom doors with cords, had possessed themselves of jewellery worth tenl., to the value of one hundred pounds.",0.06521739130434782,0.13333333333333333
"This case. proved the very contrary, for the woman 'srt for a.. deadly poison tosellin tebusiness,""and she meddled with it to effeet her own destruction.","This case proved the very contrary, for the woman sent for a deadly poison to sell in the business, and she meddled with it to effect her own destruction.","This case proved the very contrary, for the woman asked for a deadly poison to sell in her business, and she meddled with it to induce her own destruction.",0.07142857142857142,0.10344827586206896
"The famnily con- sisted of theprisoner -sindsix~chihdren, ancluiding the buly, sand she got her living by going out occasiouanly, nursing anti taking care of children.","The family consisted of the prisoner and six children, including the baby, and she got her living by going out occasionally, nursing and taking care of children.","The family consisted of the prisoner and six children, and the mother said she got her living by going out occasiouanly, nursing and taking care of children.",0.10559006211180125,0.14814814814814814
"At seven o'clock in the morning the corooer, finding there was no chance of their agreeing, discharged themn, and has given directions to su smen another jury.","At seven o'clock in the morning the coroner, finding there was no chance of their agreeing, discharged them, and has given directions to summon another jury.","At seven o'clock in the morning the coroner, finding there was no chance of their agreeing, discharged them, and has given directions to another jury.",0.044585987261146494,0.038461538461538464
"Jan.7, Vtueen's-roadWestlformerlyParadise row),Chel$eMS Miss Ann: Bray, aged 80.","Jan. 7, Queen's-road West formerly Paradise-row), Chelsea, Miss Ann Bray, aged 80.","Jan.7, Vtueen's-road West (formerly Paradise row), Chelmsford, Miss Ann Bray, aged 80.",0.12195121951219512,0.5833333333333334
"A quarrel ensued between them, Asic-lag which the prisoner seized a poker and aimed a blow at witness's head, which instantly felled him to the ground and left him insensible.","A quarrel ensued between them, during which the prisoner seized a poker and aimed a blow at witness's head, which instantly felled him to the ground and left him insensible.","A quarrel ensued between them, in which the prisoner seized a poker and aimed a blow at witness's head, which instantly felled him to the ground and left him insensible.",0.023121387283236993,0.03333333333333333
"Soon afterwards suspicions were aroused, aInda search resulted in the finding, in a coal cellar of the hotel, of the-body of another child recently born which had been strangled with a handkerchief t","Soon afterwards suspicions were aroused, and a search resulted in the finding, in a coal cellar of the hotel, of the body of another child recently born which had been strangled with a handkerchief.","Soon afterwards suspicions were aroused, and a search resulted in the finding, in a coal cellar of the hotel, of the body of another child recently born which had been strangled with a handkerchief.",0.0,0.0
"He thought this charge of alleged assault had been ""gob up"" in consequence.","He thought this charge of alleged assault had been ""got up"" in consequence.","He thought this charge of alleged assault had been ""gobbled up"" in consequence.",0.06666666666666667,0.07692307692307693
THE CHILD MiJRDER AT MLINGTON.,THE CHILD MURDER AT ISLINGTON.,THE CHILD MURDER AT MLINGTON.,0.06666666666666667,0.2
"Detective-sergeant Morley stated that inqus't'! had been made to try end recover thte remainder ef te stolen property, but with~out success, tho prisoner dcnYl~ all noedge ofit.","Detective sergeant Morley stated that inquiries had been made to try and recover the remainder of the stolen property, but without success, the prisoner denying all knowledge of it.","Detective-sergeant Morley stated that efforts had been made to try to recover the remainder of the stolen property, but with out success, the prisoner committed all of it.",0.16574585635359115,0.27586206896551724
"The chairman of the court stated that the career of the pri- soner Baker, who was described in the calendar as 62, had been one of continual crime.","The chairman of the court stated that the career of the prisoner Baker, who was described in the calendar as 62, had been one of continual crime.","The chairman of the court stated that the career of the prisoner Baker, who was described in the calendar as 62, had been one of continual crime.",0.0,0.0
"The Nritnieos was then asked, at thereqeest of the prisoner, if their father was not formerly in a very I siunerior position, arid if they had not been reduced from that position owvinig to pirivate misfortuones,","The witness was then asked, at the request of the prisoner, if their father was not formerly in a very superior position, and if they had not been reduced from that position owing to private misfortunes.","The Nritnieos was then asked, at the request of the prisoner, if their father was not formerly in a veryunerior position, and if they had not been reduced from that position to pirate misfortuels.",0.08374384236453201,0.16666666666666666
"- EdwardW Warne, etableman, of Surrey street, Croydon, was chareed' on remand with stealing from Big Raok farm, Coulsdon, a chestnut gelding, value 501., the property of Mary Ann Sedgwiok, of the Watford brewery.","–Edward Warne, stableman, of Surrey-street, Croydon, was charged on remand with stealing from Big Roke farm, Coulsdon, a chestnut golding, value 50l., the property of Mary Ann Sedgwick, of the Watford brewery.","- Edward W Warne, constableman, of Surrey street, Croydon, was charged on remand with stealing from Big Raok farm, Coulsdon, a chestnut gelding, value 501l., the property of Mary Ann Sedgwick, of the Watford brewery.",0.05741626794258373,0.28125
. - The Bankrupt: Various.,The Bankrupt: Various.,-The Bankrupt: Various.,0.045454545454545456,0.3333333333333333
